section,hscode,description,parent,level
XIII,700490,"Glass; drawn and blown, in sheets, (other than glass coloured throughout the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer)",7004,6
XIII,7005,"Glass; float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked",70,4
XIII,700510,"Glass; float glass and surface ground or polished glass, in sheets, non-wired, having an absorbent reflecting or non-reflecting layer",7005,6
XIII,700521,"Glass; float glass and surface ground or polished glass, in sheets, non-wired, coloured throughout the mass (body tinted), opacified, flashed or merely surface ground",7005,6
XIII,700529,"Glass; float glass and surface ground or polished glass, in sheets, non-wired, (other than coloured throughout the mass (body tinted), opacified, flashed or merely surface ground)",7005,6
XIII,700530,"Glass; float glass and surface ground or polished glass, in sheets, wired glass, whether or not having an absorbent or reflecting layer",7005,6
XIII,7006,"Glass of heading no. 7003, 7004 or 7005, bent, edge-worked, engraved, drilled, enamelled or otherwise worked, not framed or fitted with other materials",70,4
XIII,700600,"Glass of heading no. 7003, 7004 or 7005; bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed or fitted with other materials",7006,6
XIII,7007,"Safety glass, consisting of toughened (tempered) or laminated glass",70,4
XIII,700711,"Glass; safety glass, toughened (tempered), of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels",7007,6
XIII,700719,"Glass; safety glass, toughened (tempered), (not of a size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels)",7007,6
XIII,700721,"Glass; safety glass, laminated, of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels",7007,6
XIII,700729,"Glass; safety glass, laminated, (not of a size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels)",7007,6
XIII,7008,Glass; multiple-walled insulating units of glass,70,4
XIII,700800,Glass; multiple-walled insulating units of glass,7008,6
XIII,7009,"Glass mirrors; whether or not framed, including rear-view mirrors",70,4
XIII,700910,Glass; rear-view mirrors for vehicles,7009,6
XIII,700991,"Glass mirrors; unframed, excluding rear-view mirrors for vehicles",7009,6
XIII,700992,"Glass mirrors; framed, excluding rear-view mirrors for vehicles",7009,6
XIII,7010,"Carboys, bottles, flasks, jars, pots, phials, ampoules, containers of glass of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures of glass",70,4
XIII,701010,"Glass; ampoules, of a kind used for the conveyance or packing of goods",7010,6
XIII,701020,"Glass; stoppers, lids and other closures",7010,6
XIII,701090,"Glass; carboys, bottles, flasks, jars, pots, phials and other containers of glass, (not ampoules), used for the conveyance or packing of goods",7010,6
XIII,7011,"Glass envelopes (including bulbs and tubes), open and glass parts thereof, without fittings, for electric lamps and light sources, cathode-ray tubes or the like",70,4
XIII,701110,"Glass envelopes (including bulbs and tubes); open, and glass parts thereof, without fittings, for electric lighting",7011,6
XIII,701120,"Glass envelopes (including bulbs and tubes); open, and glass parts thereof, without fittings, for cathode-ray tubes",7011,6
XIII,701190,"Glass envelopes (including bulbs and tubes); open, and glass parts thereof, without fittings, other than for electric lighting and cathode-ray tubes",7011,6
XIII,7013,"Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than of heading no. 7010 or 7018)",70,4
XIII,701310,"Glassware; of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than of heading no. 7010 or 7018), of glass-ceramics",7013,6
XIII,701322,"Stemware drinking glasses, of lead crystal",7013,6
XIII,701328,"Stemware drinking glasses, other than of lead crystal or glass-ceramics",7013,6
XIII,701333,"Glassware; drinking glasses (not stemware), of lead crystal",7013,6
XIII,701337,"Glassware; drinking glasses (not stemware), other than of lead crystal or glass-ceramics",7013,6
XIII,701341,"Glassware of a kind used for table or kitchen purposes (not drinking glasses), of lead crystal",7013,6
XIII,701342,"Glassware of a kind used for table or kitchen purposes (not drinking glasses), of glass having a linear coefficient of expansion not exceeding 5 x 10 (to the minus 6), (or 0.000005) per Kelvin within a temperature range of 0-300 degrees C",7013,6
XIII,701349,"Glassware of a kind used for table or kitchen purposes (not drinking glasses or of glass-ceramics), of glass n.e.c. in item no. 7013.4",7013,6
XIII,701391,"Glassware; n.e.c. in heading no. 7013, of lead crystal",7013,6
XIII,701399,"Glassware; n.e.c. in heading no. 7013, other than of lead crystal",7013,6
XIII,7014,"Signalling glassware and optical elements of glass (other than those of heading no. 7015), not optically worked",70,4
XIII,701400,"Glassware; signalling, (not optically worked)",7014,6
XIII,7015,"Clock, watch and similar glasses, glasses for non-corrective or corrective spectacles, curved, bent, hallowed etc, not optically worked; hollow glass spheres and their segments for manufacture",70,4
XIII,701510,"Glasses for corrective spectacles; curved, bent, hollowed or the like, not optically worked",7015,6
XIII,701590,"Glasses; clock or watch and similar, glasses for non-corrective spectacles, curved, bent, hollowed etc, (not optically worked), hollow glass spheres and segments, for the manufacture of such glasses",7015,6
XIII,7016,"Glass; paving blocks, slabs, bricks, tiles etc, of pressed, moulded glass, whether or not wired, glass smallwares for decorative purposes leaded lights and the like; multicellular or foam glass",70,4
XIII,701610,"Glass cubes and other glass smallwares; whether or not on a backing, for mosaics or similar decorative purposes",7016,6
XIII,701690,"Multicellular or foam glass; in blocks, panels, plates, shells or similar forms; paving blocks, slabs, bricks and other articles of pressed or moulded glass",7016,6
XIII,7017,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated",70,4
XIII,701710,"Glassware; laboratory, hygienic or pharmaceutical, whether or not graduated or calibrated, of fused quartz or other fused silica",7017,6
XIII,701720,"Glassware; laboratory, hygienic or pharmaceutical, whether or not graduated or calibrated, having a linear co-efficient of expansion not over 5 x 10 (to the minus 6), (or 0.000005)) per Kelvin with a temperature of 0-300 degrees C",7017,6
XIII,701790,"Glassware; laboratory, hygienic or pharmaceutical, whether or not graduated or calibrated, of glass n.e.c. in heading no. 7017",7017,6
XIII,7018,"Glass beads, imitation pearls, precious or semi-precious stones and similar glass smallwares, statuettes and other ornaments of worked glass; glass microspheres not exceeding 1mm in diameter",70,4
XIII,701810,"Glass; beads, imitation pearls, imitation precious or semi-precious stones and similar glass smallwares",7018,6
XIII,701820,Glass microspheres; not exceeding 1mm in diameter,7018,6
XIII,701890,"Glass; articles thereof, statuettes and other ornaments of lamp worked glass, other than imitation jewellery",7018,6
XIII,7019,"Glass fibres (including glass wool) and articles thereof (e.g. yarn, rovings, woven fabrics)",70,4
XIII,701911,"Glass fibres; (including glass wool), chopped strands, of a length of not more than 50mm",7019,6
XIII,701912,"Glass fibres; (including glass wool), rovings",7019,6
XIII,701913,"Glass fibres; (including glass wool), yarns and slivers",7019,6
XIII,701914,"Glass fibres; (including glass wool), mechanically bonded mats",7019,6
XIII,701915,"Glass fibres; (including glass wool), chemically bonded mats",7019,6
XIII,701919,"Glass fibres; (including glass wool), threads and mats, other than mechanically or chemically bonded mats",7019,6
XIII,701961,Glass fibres; mechanically bonded fabrics and closed woven fabrics of rovings,7019,6
XIII,701962,Glass fibres; non-woven mechanically bonded fabrics and closed fabrics of rovings,7019,6
XIII,701963,"Glass fibres; mechanically bonded fabrics and closed woven fabrics, plain weave, of yarns, not coated or laminated (other than rovings)",7019,6
XIII,701964,"Glass fibres; closed woven fabrics, plain weave, of yarns, coated or laminated, (other than rovings)",7019,6
XIII,701965,Glass fibres; open woven fabrics of a width not exceeding 30cm,7019,6
XIII,701966,Glass fibres; open woven fabrics of a width exceeding 30cm,7019,6
XIII,701969,Glass fibres; fabrics n.e.c. in item no. 7019.6,7019,6
XIII,701971,Glass fibres; chemically bonded fabrics,7019,6
XIII,701972,"Glass fibres; chemically bonded fabrics, closed fabrics n.e.c. in heading 7019",7019,6
XIII,701973,"Glass fibres; chemically bonded fabrics, open fabrics n.e.c. in heading 7019",7019,6
XIII,701980,Glass fibres; glass wool and articles thereof,7019,6
XIII,701990,Glass fibres; n.e.c. in heading no. 7019,7019,6
XIII,7020,Glass; articles n.e.c. in chapter 70,70,4
XIII,702000,Glass; articles n.e.c. in chapter 70,7020,6
XIV,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",TOTAL,2
XIV,7101,"Pearls; natural or cultured, whether or not worked or graded but not strung, mounted or set; pearls, natural or cultured, temporarily strung for the convenience of transport",71,4
XIV,710110,"Pearls; natural, whether or not worked or graded (but not strung, mounted or set), temporarily strung for the convenience of transport",7101,6
XIV,710121,"Pearls; cultured, unworked, whether or not graded (but not strung, mounted or set), temporarily strung for the convenience of transport",7101,6
XIV,710122,"Pearls; cultured, worked, whether or not graded (but not strung, mounted or set), temporarily strung for the convenience of transport",7101,6
XIV,7102,"Diamonds, whether or not worked, but not mounted or set",71,4
XIV,710210,"Diamonds; whether or not worked, but not mounted or set, unsorted",7102,6
XIV,710221,"Diamonds; industrial, unworked or simply sawn, cleaved or bruted, but not mounted or set",7102,6
XIV,710229,"Diamonds; industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set",7102,6
XIV,710231,"Diamonds; non-industrial, unworked or simply sawn, cleaved or bruted, but not mounted or set",7102,6
XIV,710239,"Diamonds; non-industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set",7102,6
XIV,7103,"Precious (excluding diamond) and semi-precious stone; worked, graded, not strung, mounted, set; ungraded precious (excluding diamond) and semi-precious stone, temporarily strung for convenience of transport",71,4
XIV,710310,"Stones; precious (other than diamonds) and semi-precious stones, unworked or simply sawn or roughly shaped, not strung, mounted or set",7103,6
XIV,710391,"Stones; rubies, sapphires and emeralds, worked (other than simply sawn or roughly shaped), not strung, mounted or set",7103,6
